,sentence,label
309,어제 내 가장 친한 친구의 병문안을 갔는데 친구가 산소 호흡기를 달고 있는 모습을 보니 눈물이 났어.,1
310,늙고 힘없다고 나를 무시하는 자식을 보니 기분이 안 좋아.,2
311,의사 선생님이 이번 약물치료를 하면 괜찮아 질 거라고 하셨는데 진전이 없어. ,1
312,할머니가 차려준 아침을 먹고 가라고 한 걸 안 먹고 나왔더니 배가 고프네.,1
313,급식실에서 나와 같이 밥을 먹었던 친구가 같이 따돌림을 받게 되었어.,1
314,내 코골이가 너무 심해서 이제는 아내랑 각방을 써야 할 지경이야.,3
315,이러다 건강이 더 안 좋아지면 어떡하지?,2
316,그날 내가 아빠한테 바닷가 가자고 조르지만 않았어도 같이 있었을 거야.,1
317,나에겐 아직 할 일이 많이 남았는데 힘이 없어서 걱정이야.,3
318,오늘이 내 생일이라 집에 갔는데 아무도 나를 축하해 주지 않아 실망스러워.,1
319,나 오늘 교통사고를 당해서 너무 슬퍼.,1
320,엄마가 학교에 찾아와서 내가 당한 폭행에 대해 선생님과 상담하고 학폭위를 열어서 해결할 수 있도록 힘써 주셨어.,0
321,생계를 꾸리기 힘든데 연락이 오랫동안 끊긴 딸이 있다는 이유로 지원을 못 받아서 억울해.,4
322,갑자기 너무 쉬운 단어를 기억이 안 나서 못 적었어. 정말 어이가 없더라.,5
323,내가 임신한 사실을 애인이 알고 나서부터 연락이 안 돼. 어떻게 이럴 수 있지?,2
324,자식들이 나를 뻔질나게 찾아오는 게 너무 꼴 보기 싫어.,2
325,너무 충격이야.,3
326,건강 검진 결과가 나왔어. 아주 걱정했는데 별문제 없다고 해서 기분이 아주 좋아.,0
327,오늘 아주 좋은 일이 있었어. 내 친구 민수 덕분에 왕따가 해결됐거든.,0
328,짜고 자극적인 음식을 많이 먹어서 그런가. 위가 나빠졌어.,5
329,수술을 할 때는 극도의 집중을 필요로 해서 너무 조심스러워.,3
330,아내가 바람나서 집을 나가버렸어. 버려진 느낌이야.,4
331,학교폭력 문제를 해결하기 위한 학폭위도 가해자들과 맞서 싸우고 싶은 마음도 없을 정도로 마비된 기분이야.,1
332,우리가 부유하기라도 하면 사람들이 우리의 사랑을 인정해 줄 것 같아.,4
333,요즘 들어 자꾸 사는 게 귀찮다는 생각이 들 때가 많아.,1
334,유학 간 아들이 내일 귀국하는데 너무 좋아서 잠이 오질 않네.,0
335,요즘 뱃살이 부쩍 많이 쪄서 스트레스받아. 뱃살이 건강에도 안 좋다던데 큰일이야.,3
336,학교에서 매일 나를 협박하는 애들이 있어서 학교 가기가 너무 두려워.,2
337,우리 엄마 아빠는 본인 말이 무조건 옳다고 믿어. 내 말은 다 무시돼서 스트레스 받아.,3
338,아들놈 생각만 하면 화가 치밀어 오르네.,2
339,엄마는 내가 기분이 좋지 않은 것 같으면 내가 좋아하는 음식으로 나를 풀어줘.,0
340,혼자 살고 있는데 너무 외로워. 몸도 아프고 이대로 고독사 할 것 같아 두려워.,3
341,친한 친구들은 모두 회사에 취직했지만 나는 아직도 알바생이야.,1
342,일본판 강형욱이 막장 시바견 교육시키는거보니까말 안들을때마다 존나팸. 막 때리는게 아니고 대가리 무릎에 끼우고 손바각으로 있는 힘껏... 나중엔 꼬리흔들고  말 존나 잘들음.,6
343,애들이 자꾸 괴롭혀 너무 짜증 나.,2
344,친구가 술만 마시면 우는데 나도 울 것만 같네.,3
345,부모님께서 우리 집안 형편이 어려워 대학 가지 말고 취직 하라고 했어. 그런 말을 들으니 슬퍼.,1
346,은퇴하고 몸이 많이 아파.,0
347,힘들게 가고 싶던 대학교에 왔지만 자퇴하고 싶어졌어.,3
348,이 나이까지 살아있는 목적을 잃어버린 지 오래됐어.,1
349,보잘알 ㅇㅈ ㅋ,6
350,아침에 일어났더니 다리가 내 뜻대로 움직이지 않아서 화가 나.,2
351,고혈압에 고지혈증에 무릎도 아프고 허리도 아파. 아주 지긋지긋해.,1
352,건강검진 결과가 형편없이 나왔어.,4
353,홍고나왔냐 씹새야?,6
354,친하게 지내던 동창이 오늘 갑작스럽게 죽었다는 얘기를 들었어.그 친구는 평소에 건강에 이상도 없었는데 갑자기 사고를 당했나봐.,3
355,자식들이 유산을 가지고 싸워. 속상하고 허망해.,1
356,요즘 밤만 되면 죽고 싶어.,5
357,별일도 아닌데 이 나이가 되니까 너무 서러워.,5
358,친구가 학교 선배들에게 맞아 병원에 입원하게 되었어. 나는 몹시 화가 나고 또 한편으로 무서워.,2
359,자녀들이 다 출가하고 우리 노부부만 사는데 혹시나 아내가 먼저 어찌 되면 어쩌나 하고 걱정되네.,3
360,내일 당장 시험인데 형이 아프다고 해서 밤새 간호하느라 공부를 하나도 못 했어.,4
361,내가 지금 한 여자의 인생을 망치고 있는 건 아닌지 두려워.,3
362,나의 일상생활에 부모님은 관심이 없어.,4
363,아들이 나랑 같이 다니는 걸 부끄러워하네.,5
364,암 확정 판단을 받아서 이번에 항암 치료를 받게 되었는데 가족들의 도움으로 잘 이겨낼 것 같아.,0
365,친구들과 놀이공원에 갔는데 나만 계속 혼자 앉게 돼서 속상해.,4
366,확!씨발년아,6
367,어차피 나도 가난하게 살 텐데 왜 공부를 열심히 해야 하는 거야?,4
368,회사 동료가 연애를 안 하는 나한테 문제가 있는 거 아니냐고 묻네.,4
369,가족들이 내 병 때문에 너무 많은 비용을 지불해서 속상해.,4
370,네이버 =틀딱놀이터 다음 = 좀비놀이터 ,6
371,가만히 좀 있지  왜  얘기해서 통까흥  알고리즘 가동했네  씨발,6
372,애인이 솔로인 척 소개팅에 나갔어. 어떻게 그럴 수 있지?,2
373,부모님께 미술 하고 싶다고 말씀 드려도 지원해 주질 않으셔. 내가 미술 하는 게 싫으신 건지 속상해.,4
374,계속오르니잘안팜 ㅈㄴ비싸게내놓던가 그런다 이번에 24평25억에도 사는거나옴,6
375,나 요즘 들어 계속 손이 떨리고 몸도 안 좋아진 거 같아. 너무 걱정이 되네.,2
376,천식이 있는 나를 위해 남편이 금연을 해주었어. 금연하기 힘든데 그런 결정을 내려주니 기뻐.,0
377,신장결석이 생기면 통증이 많이 심한가 봐.,4
378,내가 직장에서 실수를 했는데 직원들이 나를 비웃을 것 같아.,5
379,경찰서에서 아들이 폭행사건에 연루됐다고 전화가 왔어. 불안하고 초조해.,3
380,아들이 요새 축구에 빠져서 매일 공을 차러 나가는데 나도 모르게 참 부럽더라고.,5
381,내 딸이 지금은 나와 떨어지려 하지 않지만 다 크면 멀어질 것 같아 슬퍼.,1
382,꿈은 이루어진다는 말을 들이면 스트레스를 받아.,1
383,옛말에 나이 먹으면 죽어야 한다더니 내 얘기네.,3
384,어제 팀장님의 말로 상처를 받았는데 한편으로는 아주 감사해.,0
385,며느리가 그동안 유방암 치료를 받고 있었나 봐. 왜 나에겐 말을 안 했을까.,4
386,엄마가 요즘 들어 죽고 싶다는 말을 자주 해서 초조해.,3
387,내 부족한 부분을 아내가 채워줘서 항상 고마워.,0
388,딸이 갑자기 욕을 하는 모습을 보고 충격을 받았어.,4
389,븅신아 꼭 풀어말해야 되냐 개인과 개인의 성격에 관한 문제란 말이지 거기서 인간을 나누고 지랄은 뭔 개소리빠노 껒여라,6
390,천식이 있는데도 담배 피우는 지인을 보면 참 한심해. 어쩌려고 저러는지.,5
391,밖에 있다가 집에만 오면 마음이 편안해지고 기뻐.,0
392,우리 언니가 이번에 원하는 대학에 합격했어.,0
393,목 디스크가 심해져서 집안일을 하기가 어려워.,3
394,니 보고 그러는게 아니다...여기 보면 개 싸가지 새끼들 많지...노인을 공경하는것과 예의 없는 나이 많은 사람을 상대하는것은 분명 다른거지...,6
395,학교 가는 길에 그 선배 마주치는 게 무서워서 모자 쓰고 뛰었어.,3
396,나 혼자만의 시간이 있으면 좋겠어.,2
397,이제까지 열심히 살아왔는데 암이라니! 나한테 어떻게 이럴수 있어!,2
398,개새들이여,6
399,우리 반 친구들이 내 이야기를 들어주고 나를 위로해줬어.,0
400,며칠 전에 종합 건강검진을 받았어. 내 돈을 주고 종합적으로 받은 것은 이번이 처음이야.,0
401,갑자기 코피가 멈추지 않아 당황했는데 병원에서 큰 병은 아니라고 해서 안도했어.,0
402,그 틀딱에게는 진짜 삼성이 좋다 ,6
403,은퇴하고 만성질환도 없어.,0
404,우리 결혼을 위해서는 내가 수십 년간 꾸준히 저축했던 적금을 깨야만 했어.,4
405,이번에 의사 파업 때문에 의사를 못 찾아서 죽은 사람이 두 명이나 된대.,2
406,수술결과가 좋대.,0
407,내가 발표를 하면 아무도 듣지 않아. 벽 보고 말하는 느낌이야.,4
408,노인정 사람들이 관절 안 좋다고 의료기기를 선물해주었어.,0
409,내가 아프면 직접 병간호를 한다고 자처하던 딸이 복지사를 고용했네. 씁쓸하다.,4
410,나만 또 자격증에 떨어져서 불안해. 다들 땄다는데.,3
411,오늘 단체손님이 왔어. 그것도 지인들이.,0
412,나는 회사에 입사하면 내 삶이 달라질 줄 알았는데 그냥 더 피곤하기만 해.,1
413,마흔 넘으니깐 남의 시선을 많이 의식하게 되.,5
414,우리 엄마가 교사인데 학부모에게 신고를 당했대. 너무 당황스러워.,3
415,친구 남편이 갑자기 심장마비로 세상을 떠났어.,1
416,우리 아이가 몸이 허약해서 항상 조마조마해.,3
417,학교폭력을 당하고 있는데 어른들은 해결해 주려고 하지 않아.,4
418,가게에서 일하는 사람들과 회식을 할 때면 꼭 이차는 나만 빼고 자기들끼리 가.,5
419,진짜 주제 모르고 존나 나대네 ㅋㅋ,6
420,나 종합 건강 검진을 받았어. 결과가 좋더라고.,0
421,우리 엄마 아빠는 눈만 마주치면 서로 못 잡아먹어서 안달이야.,2
422,나는 본의 아니게 습관처럼 가족들에게 거짓말을 해.,1
423,항암치료로 머리카락이 너무 빠져서 보기 흉한 모습을 남편에게 보이고 싶지 않아.,2
424,언니는 나와 있을 때와 밖에서 하는 행동이 달라.,5
425,ㅋㅋㅋㅋㅋㅋ 부모 욕 먹으니 바로 꿈틀대쥬? 거지 논하는데 자칭 미래가 없는 너가 사는 집은 꽤 잘 사나봐? 얼마나 잘 사는지 인증 ㄱㄱ 못 하면 지옥에 있는 자식새끼들 가정교육 잘 못 시킨 뒤진 니 증조할아버지부터 시작해서 싸그리 모가지 잘라버린다?ㅋㅋㅋㅋ 서비스로 애미는 변기통에 머리 쳐넣고 밟아서 목 꺾어 죽여드림,6
426,맡은 일이 잘 마무리 돼서 팀원들과 장기 휴가를 가려고 해.,0
427,오늘 아내에게 완전히 배신당한 느낌이야!,4
428,엄마는 전교 이등이 쉬운 줄 아나 봐.,2
429,발목 염좌가 심해져서 앞으로 노인 일자리 센터에도 나갈 수 없을 것 같아 걱정이야.,1
430,친한 친구가 갑자기 사고로 죽어서 너무 슬퍼.,1
431,아내와 아들이 돈 쓰는 것에 대한 문제로 싸워서 어떻게 해야 될지 모르겠어.,4
432,엄마는 다른 데서 기분이 상해도 나한테 항상 화풀이하니까 억울해.,1
433,내가 아끼는 장난감인데 형한테 빌려준 뒤 받지 못해서 화가 나.,2
434,룸메이트가 아무런 말도 없이 갑자기 방을 빼겠다고 해서 혼란하네.,3
435,어제부터 먹은 음식이 소화가 안 되는 느낌이야.,2
436,친구들이 아프다는 소릴 많이 한다.,5
437,어제까지만 해도 건강했던 남편이 심장마비로 쓰러져서 너무 슬퍼.,1
438,"좆같은 여가부, 무당의료보험, 개정은퍼주기...이런 것만 없애도 사람 죽고사는 분야지원할 수 있지.",6
439,일베버러지들아,6
440,당연히 내 편 일거라고 생각한 친구가 갑자기 나를 배신하고 나에 대한 욕을 하고 다녀서 그 친구가 너무 미워.,5
441,저 새끼 파보면,6
442,유상철은 왜 안죽지죽을때 됐는데 너무 조용함,6
443,최신형 핸드폰을 사주고 나는 나중에 바꿔 준다고 했어.,1
444,연인의 반복되는 사랑 하냐는 질문에 너무 지쳐.,2
445,남편이 너무 변했어.,5
446,앜 시발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
447,외국에서 살다가 한국에 오니까 모든 것이 서툴고 너무 어려워.,3
448,친구들이 나를 더 이상 왕따 안 시키고 놀아주기 시작했어.,0
449,혈압이 많이 내려갔네!,0
450,죽어서 영원히 무덤에 묻힌다면 얼마나 차갑고 외롭게 느껴질까. 생각만해도 답답하네.,5
451,뚝배기 따서 질본에 전시 찬성!!,6
452,그동안 가족들 신경 쓰느라 내 건강은 신경도 못 쓰고 건강이 많이 망가진 것 같아,4
453,내 친한 친구가 아무 말도 없이 이민을 가버렸어.,4
454,드디어 남편과 내가 그토록 바라던 아기가 찾아왔어!,0
455,나는 건강하지 못할바엔 오래 살고 싶은 생각도 없어.,3
456,건강하게 살고 싶다고 생각만 했지 지금 보니 막상 건강을 위해 한 것은 없어서 불안해.,3
457,그 녀석이 내 머리에 일부러 급식을 쏟았어. 참을 수가 없었어.,2
458,친구들이 나한테 말도 안 하고 내가 한 숙제를 보고 있어서 기분이 안 좋아.,2
459,지금 한창 결혼 준비 중인데 생각보다 순조로워.,0
460,고혈압에 눈병까지 겹치니 너무 힘들어 죽겠네.,2
461,친구가 따돌림 당하고 맞기 까지 했는데 도와주지 못한 내가 너무 부끄러워.,5
462,자식 유학 보내고 혼자 산 지가 오 년인데 전화도 안 와. 난 돈만 벌어서 부치는 사람인지 씁쓸하네.,4
463,친구가 걱정되면서도 너무 무서워.,2
464,이사를 도와준 친구들과 쉬는 동안 자장면을 먹었어.,0
465,나는 전달받은 게 없는데 상사가 오자마자 왜 하지 않았냐며 내게 화를 내. 너무 억울해.,4
466,중학생 딸이 거리에서 담배를 피우고 있었어.,3
467,수능이 가까워지는데 성적은 자꾸 떨어지고 있어서 너무 괴로워.,3
468,항상 나를 무시하던 친구는 건강하게 살고 있는데 나는 병에 걸려서 누워있으니 너무 속상하고 질투 나.,4
469,건강 검진하기 전에 너무 무서웠고 이런 걸 왜 해야 하지 하는 생각이 들었던 것 같아.,0
470,나이가 드니 친한 친구들이 여기저기 아프다고 하네.,2
471,08에 땅값이 떨어져서 지금 떨어졌냐고 병신아 ㅋㅋㅋㅋㅋㅋ 아니 시발 08년도에 지구 망했냐? 인생 종쳤어? 08년도에 리먼브라더스 사태가 와서 모든 게임이 끝났나보네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
